Time,DevPost,Gender,University,Lat,Lng,Graduation,Major,Experience
9/12/2016 4:49:24,No,Male,Duke University,35.9992263,-78.9472089,2019,Computer Science And Statistics (Double),0
9/12/2016 4:54:33,No,Male,Duke University,35.9992263,-78.9472089,2019,Computer Engineering,0
9/12/2016 5:10:47,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Science,0
9/12/2016 8:46:17,No,Male,Georgia State University,33.75,-84.4,2019,Computer Science,7
9/12/2016 17:13:02,Yes,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
9/12/2016 17:47:17,No,Female,Mcgill University,45.50617,-73.5776,2019,Biology And Computer Science Joint Major,1
9/12/2016 18:15:35,No,Female,"California State University, Fullerton",33.8754826,-117.8846338,2017,Computer Science,1
9/12/2016 18:18:43,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Science,0
9/12/2016 19:22:03,Yes,Male,University of Florida,29.6130239,-82.371937,2020,Computer Science,1
9/12/2016 20:23:24,No,Female,Stanford University,37.4275172,-122.170233,2019,Biology,0
9/12/2016 20:47:27,No,Male,Brandeis University,42.3662845,-71.2587343,2018,Computer Science,3
9/13/2016 3:44:35,No,Male,University of Waterloo,43.4692469,-80.5403143,2020,Software Engineering,7
9/13/2016 4:14:30,No,Female,University of Massachusetts Dartmouth,41.6803847,-71.1273497,2018,Mechanical Engineering,5
9/13/2016 11:00:21,No,Female,University of Chicago,41.7895697,-87.6009148,2019,Computer Science,0
9/13/2016 12:43:23,No,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,0
9/13/2016 16:10:54,No,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,2
9/13/2016 16:33:56,No,Male,Rutgers University,40.4879197,-74.4397285,2017,Computer Science,2
9/13/2016 16:53:39,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2017,Computer Engineering,0
9/13/2016 17:11:03,Yes,Female,Georgia Tech,33.771288,-84.392056,2018,Computer Science,1
9/13/2016 17:33:16,No,Female,University of Florida,29.6130239,-82.371937,2017,Biology,2
9/13/2016 21:39:52,No,Male,University of Waterloo,43.4692469,-80.5403143,2021,Computer Science,6
9/14/2016 2:58:36,No,Male,"University of Wisconsin, Madison",43.1054334,-89.4269287,2019,Computer Engineering,3
9/14/2016 4:46:11,No,Male,Northeastern University,42.339348,-71.0881734,2017,Computer Science,0
9/14/2016 5:57:09,No,Male,University of Toronto,43.6607392,-79.3957209,2020,Computer Science,0
9/14/2016 15:34:45,No,Male,St. John'S High School,46.764026,-114.0928672,2018,Computer Science,0
9/14/2016 15:54:10,Yes,Male,Purdue University,40.4282261,-86.9144194,2018,Computer Science,1
9/14/2016 17:34:34,No,Male,"University of Illinois, Chicago",41.8733696,-87.650714,2024,Medicine,0
9/14/2016 19:17:13,No,Male,Carnegie Mellon University,40.4434658,-79.9434567,2019,Statistics And Machine Learning,1
9/14/2016 21:58:34,No,Female,Lindenwood University,38.7879137,-90.4991376,2018,Computer Information Systems,0
9/14/2016 23:05:15,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2019,Computer Science,1
9/15/2016 1:12:00,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,7
9/15/2016 1:15:26,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/15/2016 2:23:07,No,Male,New York University,40.7127837,-74.0059413,2018,Computer Engineering,1
9/15/2016 2:40:21,Yes,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2020,Computer Science,0
9/15/2016 3:54:51,No,Female,New York University,40.7127837,-74.0059413,2018,Biomolecular Science,0
9/15/2016 4:06:26,No,Male,Vanderbilt University,36.1486927,-86.8037597,2020,Computer Science,0
9/15/2016 4:21:54,No,Male,New York University,40.7127837,-74.0059413,2018,Computer Science,0
9/15/2016 5:12:13,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2018,Systems Engineering,1
9/15/2016 8:59:26,No,Female,"Hue University, Vietnam",16.458468,107.579553,2014,Finance,0
9/15/2016 19:57:31,No,Male,University of Waterloo,43.4692469,-80.5403143,2021,Computer Science,2
9/15/2016 22:38:01,No,Male,Northwestern University,42.0505569,-87.6797281,2019,Industrial Engineering,1
9/15/2016 23:48:47,No,Male,Northeastern University,42.339348,-71.0881734,2017,Computer Science,3
9/16/2016 0:03:59,Yes,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,2
9/15/2016 23:53:17,No,Male,University of Iowa,41.659363,-91.5487099,2017,Biomedical Engineering,0
9/16/2016 4:55:52,No,Male,University of Waterloo,43.4692469,-80.5403143,2021,Computer Engineering,0
9/16/2016 5:28:01,No,Male,Truman State University,40.1885963,-92.5820887,2018,Computer Science,1
9/16/2016 6:52:20,No,Male,New York University,40.7127837,-74.0059413,2018,Computer Science,7
9/16/2016 7:25:58,No,Male,The Northcap University,28.5076558,77.02766,2017,Computer Engineering,4
9/16/2016 7:25:03,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2020,Computer Engineering,0
9/16/2016 11:32:31,No,Female,Saint Louis University,38.6346139,-90.2337376,2018,Computer Science,0
9/16/2016 18:33:16,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/16/2016 18:36:46,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
9/16/2016 20:02:53,No,Male,"R.V. College of Engineering, Bangalore",13.0076801,77.7139266,2019,Biomedical Engineering,4
9/17/2016 0:05:33,No,Male,Georgia State University,33.75,-84.4,2017,Computer Science,0
9/17/2016 0:31:06,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2019,Mechanical Engineering,0
9/17/2016 1:07:07,No,Male,Nouvelle Technologie De L'Information Et De La Communication,,,2015,Computer Science,0
9/17/2016 1:43:50,Yes,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,0
9/17/2016 1:38:24,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2020,Biochemistry And Molecular Biology,0
9/17/2016 4:23:46,No,Male,Messiah College,40.1579568,-76.9881939,2018,Computer Engineering,1
9/17/2016 15:54:33,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2019,Computer Science,0
9/17/2016 17:16:55,Yes,Male,Augustana University,43.5272492,-96.7362727,2017,Computer Science,1
9/17/2016 18:50:58,No,Male,Northwestern University,42.0505569,-87.6797281,2019,Mechanical Engineering,0
9/17/2016 21:18:02,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
9/17/2016 22:15:51,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
9/17/2016 22:15:28,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,1
9/18/2016 3:49:49,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,4
9/18/2016 5:53:38,No,Female,Columbia University,40.8079932,-73.9638331,2019,Computer Engineering,1
9/18/2016 7:09:22,No,Male,University of Colorado Boulder,40.0149856,-105.2705456,2018,Computer Science,5
9/18/2016 8:00:23,No,Female,University of Western Ontario,43.0097701,-81.2726335,2019,Computer Science,0
9/18/2016 9:25:34,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Engineering,0
9/18/2016 17:03:28,No,Female,New York University,40.7127837,-74.0059413,2018,Computer Science,2
9/18/2016 17:22:27,No,Male,New York University,40.7127837,-74.0059413,2018,Computer Science,2
9/18/2016 21:43:32,No,Female,University At Buffalo,42.8864468,-78.8783689,2017,Computer Science,0
9/18/2016 21:41:39,No,Male,State University of New York At Buffalo,42.8864468,-78.8783689,2017,Computer Science,0
9/18/2016 23:25:06,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2017,Computer Science,2
9/18/2016 23:19:47,No,Male,University of Cincinnati,39.13108,-84.5177841,2017,Computer Science,7
9/18/2016 23:13:36,No,Male,University of Minnesota,44.9741561,-93.2342,2017,Computer Science,2
9/18/2016 23:16:09,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Finance/Computer Science,1
9/18/2016 23:32:33,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,7
9/18/2016 23:30:08,No,Male,Illinois Institute of Technology,41.8343395,-87.6237866,2019,Computer Science,7
9/18/2016 23:47:18,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,1
9/19/2016 0:43:43,No,Female,Pennsylvania State University,40.796466,-77.8627439,2018,Information And Cyber Security,0
9/19/2016 1:37:30,No,Female,University of Waterloo,43.4692469,-80.5403143,2021,Computing And Financial Management,0
9/19/2016 1:56:58,No,Female,University of Alabama In Huntsville,34.725868,-86.6411956,2018,Computer Science,1
9/19/2016 1:43:28,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2017,Computer Science,4
9/19/2016 2:12:22,No,Female,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2017,Electrical Engineering,3
9/19/2016 2:08:45,No,Male,"University of California, Berkeley",37.8715926,-122.272747,2017,Computer Science,5
9/19/2016 2:20:04,Yes,Male,"University of Missouri, Columbia",38.9331391,-92.3738037,2018,Computer Science,2
9/19/2016 3:39:06,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
9/19/2016 4:34:27,No,Male,University of Manitoba,49.809962,-97.1344368,2019,Computer Science,1
9/19/2016 4:44:48,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2016,Computer Science,3
9/19/2016 5:07:33,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,1
9/19/2016 5:17:01,No,Male,New York University,40.7127837,-74.0059413,2018,Computer Engineering,7
9/19/2016 6:02:59,No,Male,"University of California, Los Angeles",34.070264,-118.4440562,2020,Computer Science And Engineering,0
9/19/2016 6:12:47,Yes,Male,Wilfrid Laurier University,43.4743308,-80.5280234,2017,Business Adminstrtion,3
9/19/2016 6:11:15,No,Male,"University of California, Los Angeles",34.070264,-118.4440562,2017,Computer Science,0
9/19/2016 6:19:45,No,Female,University of Waterloo,43.4692469,-80.5403143,2017,Finance,0
9/19/2016 6:18:59,No,Male,University of Waterloo,43.4692469,-80.5403143,2017,Computer Science,0
9/19/2016 7:16:06,No,Female,Georgia Tech,33.771288,-84.392056,2019,Computer Science,7
9/19/2016 7:11:47,No,Male,"California State Polytechnic University, Pomona",34.0486237,-117.8147891,2018,Computer Science,7
9/19/2016 7:25:26,No,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Science,7
9/19/2016 14:22:29,No,Male,Stony Brook University,40.9132244,-73.1261091,2016,Computer Science,0
9/19/2016 16:03:12,No,Male,Kansas State University,39.1998042,-96.581008,2019,Computer Science,1
9/19/2016 18:22:06,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,0
9/19/2016 18:11:25,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Engineering,0
9/19/2016 19:00:32,Yes,Female,Northwestern University,42.0505569,-87.6797281,2019,Industrial Engineering,0
9/19/2016 19:07:55,Yes,Male,Lindenwood University,38.7879137,-90.4991376,2017,Computer Science,1
9/19/2016 19:06:10,No,Male,Northern Virginia Community College,38.8341332,-77.2366292,2019,Computer Science,0
9/19/2016 19:23:17,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2020,Computer Science,1
9/19/2016 21:50:27,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,0
9/19/2016 22:22:12,No,Female,"University of California, Berkeley",37.8715926,-122.272747,2017,Computer Science,6
9/19/2016 22:41:41,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2020,Computer Science,0
9/19/2016 22:58:36,No,Female,"University of California, Los Angeles",34.070264,-118.4440562,2020,Biomedical Engineering,0
9/19/2016 23:33:46,Yes,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,1
9/19/2016 23:27:29,No,Male,University of Pennsylvania,39.9583587,-75.1953934,2018,Computer Science,1
9/20/2016 1:31:12,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/20/2016 1:49:55,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Science,0
9/20/2016 2:10:00,No,Male,Arizona State University,33.4170364,-111.936463,2019,Computer Science,2
9/20/2016 2:36:20,No,Male,University of Waterloo,43.4692469,-80.5403143,2019,Computer Science,6
9/20/2016 2:48:49,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,2
9/20/2016 3:08:03,No,Male,"University of California, San Diego",32.8753618,-117.2358622,2018,Computer Science,2
9/20/2016 3:02:49,No,Female,The Cooper Union For The Advancement of Science And Art,40.7281505,-73.9916835,2017,Chemical Engineering,3
9/20/2016 3:22:08,No,Female,"University of Maryland, College Park",38.9908487,-76.944141,2018,Computer Science,3
9/20/2016 3:18:23,No,Male,Rice University,29.7205793,-95.396276,2020,Computer Science,1
9/20/2016 3:39:04,Yes,Female,University of Waterloo,43.4692469,-80.5403143,2018,Global Business And Digital Arts,1
9/20/2016 3:33:25,No,Male,Northern Virginia Community College,38.8341332,-77.2366292,2017,Computer Science,0
9/20/2016 3:56:03,No,Male,University of Windsor,42.3063659,-83.0663103,2016,Mechanical Engineering,4
9/20/2016 4:09:59,No,Male,"University of Washington, Bothell",47.7623204,-122.2054035,2019,Computer Science,0
9/20/2016 4:24:49,No,Male,University of Waterloo,43.4692469,-80.5403143,2020,Computer Science,2
9/20/2016 4:17:50,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Engineering,0
9/20/2016 4:33:38,No,Female,American River College,38.6504101,-121.3454962,2017,Computer Science,1
9/20/2016 4:32:17,Yes,Male,University of Toronto,43.6607392,-79.3957209,2019,Computer Science,0
9/20/2016 5:49:09,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2019,Computer Engineering,0
9/20/2016 6:55:59,No,Male,"University of California, Berkeley",37.8715926,-122.272747,2017,Computer Science,5
9/20/2016 6:53:06,No,Male,Texas A&M University,30.6133001,-96.339924,2019,Computer Engineering,1
9/20/2016 13:13:50,No,Non-Binary,Missouri University of Science & Technology,37.9551651,-91.7714605,2018,Computer Science,0
9/20/2016 15:16:30,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Engineering,0
9/20/2016 16:04:37,No,Male,Kth Sweden,59.4053774,17.9446746,2018,Human Computer Interaction And Design,0
9/20/2016 17:02:27,No,Male,University of Florida,29.6130239,-82.371937,2017,Computer Science,0
9/20/2016 17:44:38,No,Male,University of Florida,29.6130239,-82.371937,2017,Computer Science,1
9/20/2016 18:11:35,No,Male,Missouri University of Science & Technology,37.9551651,-91.7714605,2018,Computer Science,0
9/20/2016 19:52:40,No,Male,Lindenwood University,38.7879137,-90.4991376,2017,Computer Science,1
9/20/2016 22:09:22,Yes,Male,Georgia Tech,33.771288,-84.392056,2019,Computer Science,0
9/20/2016 22:19:09,Yes,Male,University of Florida,29.6130239,-82.371937,2017,Computer Science,0
9/20/2016 22:33:12,Yes,Male,University of Florida,29.6130239,-82.371937,2017,Computer Science,0
9/21/2016 0:48:38,No,Male,University of Florida,29.6130239,-82.371937,2018,Computer Science,0
9/21/2016 1:12:55,No,Male,University of Florida,29.6130239,-82.371937,2018,Computer Science,2
9/21/2016 1:05:50,No,Male,University of Florida,29.6130239,-82.371937,2017,Computer Science,0
9/21/2016 1:08:57,No,Female,University of Florida,29.6130239,-82.371937,2018,Computer Science,0
9/21/2016 1:16:19,No,Non-Binary,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Science,1
9/21/2016 1:34:11,No,Male,University of Florida,29.6130239,-82.371937,2018,Computer Science,2
9/21/2016 1:59:52,Yes,Male,Augustana University,43.5272492,-96.7362727,2018,Computer Science,0
9/21/2016 2:08:20,No,Male,University of Florida,29.6130239,-82.371937,2018,Computer Science,1
9/21/2016 2:27:49,No,Female,University of Florida,29.6130239,-82.371937,2018,Computer Science,0
9/21/2016 3:01:35,No,Male,Make School,37.7734952,-122.4177953,2017,Computer Science,0
9/21/2016 3:57:09,Yes,Male,University of Iowa,41.659363,-91.5487099,2018,Computer Engineering,2
9/21/2016 3:55:52,No,Male,University of Florida,29.6130239,-82.371937,2018,Computer Science,0
9/21/2016 4:10:15,No,Male,University of Western Ontario,43.0097701,-81.2726335,2020,Software Engineering + Business,3
9/21/2016 4:19:57,No,Male,Simon Fraser University,49.280755,-122.9246453,2019,Computer Science,2
9/21/2016 14:06:22,No,Male,Indiana University,39.1661123,-86.5265247,2018,Informatics,0
9/21/2016 15:22:00,Yes,Male,University of Florida,29.6130239,-82.371937,2018,Computer Engineering,2
9/21/2016 16:05:41,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,1
9/21/2016 16:16:29,No,Male,University of Florida,29.6130239,-82.371937,2018,Electrical Engineering,0
9/21/2016 16:45:01,No,Female,Middlebury College,44.0084009,-73.176872,2018,Computer Science,0
9/21/2016 17:41:14,No,Male,University of Windsor,42.3063659,-83.0663103,2018,Mechanical Engineering,0
9/21/2016 17:51:50,No,Female,Georgia Tech,33.771288,-84.392056,2019,Computer Science,3
9/21/2016 18:09:49,No,Male,Rice University,29.7205793,-95.396276,2020,"Mathematical Economic Analysis, Computational And Applied Mathematics",0
9/21/2016 21:15:17,No,Male,"University of Louisiana, Monroe",32.5286427,-92.0724893,2020,Computer Science,0
9/21/2016 22:02:38,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Science,0
9/22/2016 0:25:14,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2018,Systems Engineering,1
9/22/2016 0:39:22,No,Female,Arizona State University,33.4170364,-111.936463,2017,Computer Science,2
9/22/2016 1:29:21,No,Male,University of Manitoba,49.809962,-97.1344368,2019,Computer Science,0
9/22/2016 1:51:46,No,Male,University of Manitoba,49.809962,-97.1344368,2020,Computer Science,0
9/22/2016 2:20:13,No,Male,University of Manitoba,49.809962,-97.1344368,2018,Computer Science,0
9/22/2016 3:09:19,No,Male,"University of California, Berkeley",37.8715926,-122.272747,2017,Computer Science,4
9/22/2016 7:34:48,No,Male,Simon Fraser University,49.280755,-122.9246453,2018,Computer Science,2
9/22/2016 13:39:33,Yes,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
9/22/2016 15:22:51,No,Female,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Computer Science,0
9/22/2016 20:00:19,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Science,0
9/22/2016 19:58:04,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Science,0
9/22/2016 19:51:47,No,Male,University of Manitoba,49.809962,-97.1344368,2017,Computer Science,1
9/22/2016 19:52:00,Yes,Male,Macalester College,44.9378927,-93.1690435,2017,Computer Science,2
9/22/2016 19:53:12,Yes,Male,Macalester College,44.9378927,-93.1690435,2017,Computer Science,5
9/22/2016 22:01:48,No,Male,Cornell University,42.4439614,-76.5018807,2020,Computer Science,1
9/22/2016 22:14:59,No,Female,Cornell University,42.4439614,-76.5018807,2018,Computer Science,1
9/22/2016 22:48:50,No,Female,Pomona College,34.0971165,-117.7131933,2019,Computer Science,1
9/22/2016 23:58:16,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Environmental Earth Science,0
9/23/2016 0:36:40,Yes,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,0
9/23/2016 0:33:58,No,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,0
9/23/2016 1:31:35,Yes,Male,Georgia Tech,33.771288,-84.392056,2018,Computer Engineering,1
9/23/2016 1:46:21,Yes,Male,University of Oklahoma,35.2085469,-97.445677,2017,Computer Science,0
9/23/2016 2:19:31,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Science,0
9/23/2016 2:41:55,No,Male,Case Western Reserve University,41.5074022,-81.6083276,2017,Computer Science,1
9/23/2016 3:16:37,No,Male,Purdue University,40.4282261,-86.9144194,2017,Computer Science,2
9/23/2016 3:41:18,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2018,Computer Science,0
9/23/2016 6:36:20,Yes,Male,Missouri University of Science & Technology,37.9551651,-91.7714605,2017,Computer Science,1
9/23/2016 8:01:55,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2019,Biology,0
9/23/2016 9:10:50,No,Male,Seattle Central College,47.5478284,-122.352932,2018,Computer Science,5
9/23/2016 14:21:41,No,Male,Illinois Institute of Technology,41.8343395,-87.6237866,2017,Computer Science,2
9/23/2016 15:40:37,No,Male,University of Saskatchewan,52.1332144,-106.6700458,2017,Computer Science,2
9/23/2016 15:37:50,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2017,Math,4
9/23/2016 17:10:13,No,Male,Illinois Institute of Technology,41.8343395,-87.6237866,2017,Computer Science,5
9/23/2016 19:43:10,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2019,Computer Science,0
9/23/2016 22:03:17,No,Male,University of Memphis,35.1187216,-89.9381167,2018,Computer Science,1
9/23/2016 22:03:13,No,Male,University of Memphis,35.1187216,-89.9381167,2018,Computer Science,3
9/23/2016 22:24:19,No,Male,University of Memphis,35.1187216,-89.9381167,2018,Computer Science,0
9/23/2016 22:23:26,No,Male,University of Memphis,35.1187216,-89.9381167,2020,Computer Science,1
9/23/2016 22:12:47,No,Male,University of Waterloo,43.4692469,-80.5403143,2021,Computer Science,0
9/23/2016 22:09:08,Yes,Male,University of Iowa,41.659363,-91.5487099,2017,Computer Engineering,3
9/23/2016 22:36:14,No,Non-Binary,University of Memphis,35.1187216,-89.9381167,2020,Computer Science,1
9/24/2016 0:49:21,Yes,Female,Purdue University,40.4282261,-86.9144194,2020,Computer Science,1
9/24/2016 1:38:33,No,Male,University of Windsor,42.3063659,-83.0663103,2017,Computer Science,5
9/24/2016 1:53:44,No,Male,Depaul University,41.9240794,-87.6551304,2017,Computer Science,4
9/24/2016 4:07:38,No,Male,"University of Texas, Dallas",32.9783111,-96.7484539,2020,Computer Science,0
9/24/2016 5:05:57,No,Male,Johns Hopkins University,39.3322127,-76.6008334,2023,Md-Phd Bioengineering,2
9/24/2016 5:18:30,No,Female,Case Western Reserve University,41.5074022,-81.6083276,2018,Biomedical Engineering,0
9/24/2016 10:03:06,No,Male,University of Colorado Boulder,40.0149856,-105.2705456,2018,Computer Science,7
9/24/2016 14:12:35,No,Male,University of Toronto,43.6607392,-79.3957209,2018,Computer Engineering,0
9/24/2016 15:12:03,No,Male,University of Florida,29.6130239,-82.371937,2017,Computer Science,4
9/24/2016 16:39:20,No,Male,University of Iowa,41.659363,-91.5487099,2017,Chemistry,3
9/24/2016 17:39:12,No,Male,University of Memphis,35.1187216,-89.9381167,2019,Computer Science,1
9/24/2016 18:45:00,No,Male,University of Waterloo,43.4692469,-80.5403143,2021,Computer Science,0
9/24/2016 18:48:00,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Graphics Technology,0
9/24/2016 19:08:58,No,Male,Duke University,35.9992263,-78.9472089,2018,Biomedical Engineering,1
9/24/2016 19:28:15,No,Female,University of Memphis,35.1187216,-89.9381167,2018,Computer Science,0
9/24/2016 20:18:14,No,Male,University of Memphis,35.1187216,-89.9381167,2019,Computer Science,1
9/24/2016 22:43:23,No,Male,Purdue University,40.4282261,-86.9144194,2019,Aerospace Engineering,0
9/25/2016 0:11:30,No,Female,Purdue University,40.4282261,-86.9144194,2017,Computer Engineering,3
9/25/2016 4:04:08,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/25/2016 4:06:50,No,Male,Purdue University,40.4282261,-86.9144194,2019,Computer Science,0
9/25/2016 5:41:54,No,Male,Georgia Tech,33.771288,-84.392056,2018,Electrical Engineering,0
9/25/2016 9:23:22,Yes,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,1
9/25/2016 14:23:43,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/25/2016 15:07:23,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/25/2016 16:50:23,No,Female,Texas A&M University,30.6133001,-96.339924,2019,Chemical Engineering,0
9/25/2016 17:52:21,No,Male,University of Toronto,43.6607392,-79.3957209,2018,Computer Science,0
9/25/2016 19:13:17,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/25/2016 20:04:56,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2019,Computer Science,0
9/25/2016 19:53:14,No,Female,University of Florida,29.6130239,-82.371937,2018,Computer Science,0
9/25/2016 20:02:02,No,Female,Washington University in St. Louis,38.6470653,-90.3026346,2020,Biology,0
9/25/2016 20:21:25,No,Male,University of Toronto,43.6607392,-79.3957209,2018,Computer Science,0
9/25/2016 21:06:53,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2020,Computer Science,0
9/25/2016 21:10:07,No,Male,"University of Illinois, Urbana-Champaign",40.1164204,-88.2433829,2020,Computer Science,1
9/25/2016 21:29:33,No,Male,University of Toronto,43.6607392,-79.3957209,2019,Global Health & Cognitive Science,0
9/25/2016 21:43:09,Yes,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,0
9/25/2016 21:57:20,No,Male,Washington University in St. Louis,38.6470653,-90.3026346,2017,Computer Science,2
9/25/2016 22:05:45,No,Male,University of Toronto,43.6607392,-79.3957209,2020,Computer Science,0
9/25/2016 23:25:12,No,Male,"University of Louisiana, Monroe",32.5286427,-92.0724893,2019,Computer Science,1
9/25/2016 23:47:34,No,Female,University of Southern California,34.0522342,-118.2436849,2017,Computer Science,1
9/25/2016 23:57:04,No,Male,University of Washington,47.6062095,-122.3320708,2019,Computer Science,3
9/26/2016 0:44:33,No,Male,"University of Missouri, Columbia",38.9331391,-92.3738037,2018,Computer Science,5
9/26/2016 0:50:21,No,Male,Binghamton University,42.0932729,-75.9721009,2016,Computer Science,0
9/26/2016 0:50:19,No,Male,"University of Wisconsin, Madison",43.1054334,-89.4269287,2017,Computer Science,1
9/26/2016 1:22:08,No,Male,University of Waterloo,43.4692469,-80.5403143,2021,Software Engineering,1
9/26/2016 1:38:30,No,Male,University of Waterloo,43.4692469,-80.5403143,2020,Software Engineering,0
9/26/2016 1:47:04,No,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,1
9/26/2016 1:54:02,No,Male,Northwestern University,42.0505569,-87.6797281,2017,Philosophy,3
9/26/2016 1:44:54,No,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Science,1
9/26/2016 2:18:52,No,Male,Case Western Reserve University,41.5074022,-81.6083276,2019,Computer Science,2
9/26/2016 2:33:54,No,Female,Mount Holyoke College,42.2537426,-72.5767125,2019,Computer Science,0
9/26/2016 2:28:13,No,Male,"University of Illinois, Chicago",41.8733696,-87.650714,2020,Computer Science,0
9/26/2016 5:08:56,Yes,Male,University of Florida,29.6130239,-82.371937,2018,Computer Science,0
9/26/2016 4:58:52,Yes,Male,University of Florida,29.6130239,-82.371937,2018,Computer Science,0
9/26/2016 5:30:01,No,Female,Indiana University,39.1661123,-86.5265247,2018,Computer Science,3
9/26/2016 11:59:11,No,Male,Delhi Technological University,28.8215276,77.066219,2018,Software Engineering,2
9/26/2016 11:49:20,No,Male,Delhi Technological University,28.8215276,77.066219,2018,Software Engineering,1
9/26/2016 13:09:55,Yes,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,0
9/26/2016 14:56:43,No,Female,University of Oklahoma,35.2085469,-97.445677,2018,Economics With A Cs Minor,0
9/26/2016 15:28:56,No,Male,Georgia Tech,33.771288,-84.392056,2020,Computer Engineering,0
9/26/2016 16:02:14,No,Male,Purdue University,40.4282261,-86.9144194,2020,Computer Science,1
